 Óbitos por causas evitáveis de 5 a 74 anos - São Paulo
Óbitos p/Residênc por Município
Período:2022
"Município";"Óbitos_p/Residênc"
"354470 SAGRES";18
"354480 SALES";36
"354490 SALES OLIVEIRA";38
"354500 SALESOPOLIS";82
"354510 SALMOURAO";29
"354515 SALTINHO";39
"354520 SALTO";556
"354530 SALTO DE PIRAPORA";210
"354540 SALTO GRANDE";46
"354550 SANDOVALINA";20
"354560 SANTA ADELIA";55
"354570 SANTA ALBERTINA";27
"354580 SANTA BARBARA D'OESTE";814
"354600 SANTA BRANCA";64
"354610 SANTA CLARA D'OESTE";18
"354620 SANTA CRUZ DA CONCEICAO";18
"354625 SANTA CRUZ DA ESPERANCA";14
"354630 SANTA CRUZ DAS PALMEIRAS";129
"354640 SANTA CRUZ DO RIO PARDO";211
"354650 SANTA ERNESTINA";21
"354660 SANTA FE DO SUL";184
"354670 SANTA GERTRUDES";63
"354680 SANTA ISABEL";255
"354690 SANTA LUCIA";41
"354700 SANTA MARIA DA SERRA";29
"354710 SANTA MERCEDES";16
"354720 SANTANA DA PONTE PENSA";9
"354730 SANTANA DE PARNAIBA";430
"354740 SANTA RITA D'OESTE";9
"354750 SANTA RITA DO PASSA QUATRO";138
"354760 SANTA ROSA DE VITERBO";104
"354765 SANTA SALETE";7
"354770 SANTO ANASTACIO";98
"354780 SANTO ANDRE";2998
"354790 SANTO ANTONIO DA ALEGRIA";27
"354800 SANTO ANTONIO DE POSSE";98
"354805 SANTO ANTONIO DO ARACANGUA";43
"354810 SANTO ANTONIO DO JARDIM";33
"354820 SANTO ANTONIO DO PINHAL";29
"354830 SANTO EXPEDITO";14
"354840 SANTOPOLIS DO AGUAPEI";22
"354850 SANTOS";2003
"354860 SAO BENTO DO SAPUCAI";55
"354870 SAO BERNARDO DO CAMPO";2984
"354880 SAO CAETANO DO SUL";697
"354890 SAO CARLOS";1037
"354900 SAO FRANCISCO";12
"354910 SAO JOAO DA BOA VISTA";429
"354920 SAO JOAO DAS DUAS PONTES";6
"354925 SAO JOAO DE IRACEMA";7
"354930 SAO JOAO DO PAU D'ALHO";15
"354940 SAO JOAQUIM DA BARRA";216
"354950 SAO JOSE DA BELA VISTA";39
"354960 SAO JOSE DO BARREIRO";16
"354970 SAO JOSE DO RIO PARDO";232
"354980 SAO JOSE DO RIO PRETO";1900
"354990 SAO JOSE DOS CAMPOS";2506
"354995 SAO LOURENCO DA SERRA";67
"355000 SAO LUIS DO PARAITINGA";53
"355010 SAO MANUEL";165
"355020 SAO MIGUEL ARCANJO";149
"355030 SAO PAULO";44223
"355040 SAO PEDRO";177
"355050 SAO PEDRO DO TURVO";35
"355060 SAO ROQUE";360
"355070 SAO SEBASTIAO";308
"355080 SAO SEBASTIAO DA GRAMA";52
"355090 SAO SIMAO";66
"355100 SAO VICENTE";1728
"355110 SARAPUI";39
"355120 SARUTAIA";22
"355130 SEBASTIANOPOLIS DO SUL";17
"355140 SERRA AZUL";49
"355150 SERRANA";173
"355160 SERRA NEGRA";134
"355170 SERTAOZINHO";553
"355180 SETE BARRAS";55
"355190 SEVERINIA";69
"355200 SILVEIRAS";33
"355210 SOCORRO";201
"355220 SOROCABA";2916
"355230 SUD MENNUCCI";37
"355240 SUMARE";1028
"355250 SUZANO";1234
"355255 SUZANAPOLIS";16
"355260 TABAPUA";64
"355270 TABATINGA";68
"355280 TABOAO DA SERRA";1151
"355290 TACIBA";32
"355300 TAGUAI";60
"355310 TAIACU";33
"355320 TAIUVA";30
"355330 TAMBAU";107
"355340 TANABI";121
"355350 TAPIRAI";40
"355360 TAPIRATIBA";45
"355365 TAQUARAL";13
"355370 TAQUARITINGA";272
"355380 TAQUARITUBA";126
"355385 TAQUARIVAI";30
"355390 TARABAI";43
"355395 TARUMA";41
"355400 TATUI";564
"355410 TAUBATE";1315
"355420 TEJUPA";26
"355430 TEODORO SAMPAIO";127
"355440 TERRA ROXA";44
"355450 TIETE";165
"355460 TIMBURI";15
"355465 TORRE DE PEDRA";16
"355470 TORRINHA";45
"355475 TRABIJU";11
"355480 TREMEMBE";186
"355490 TRES FRONTEIRAS";35
"355495 TUIUTI";30
"355500 TUPA";330
"355510 TUPI PAULISTA";81
"355520 TURIUBA";11
"355530 TURMALINA";14
"355535 UBARANA";28
"355540 UBATUBA";406
"355550 UBIRAJARA";18
"355560 UCHOA";39
"355570 UNIAO PAULISTA";8
"355580 URANIA";47
"355590 URU";13
"355600 URUPES";69
"355610 VALENTIM GENTIL";55
"355620 VALINHOS";441
"355630 VALPARAISO";95
"355635 VARGEM";51
"355640 VARGEM GRANDE DO SUL";207
"355645 VARGEM GRANDE PAULISTA";193
"355650 VARZEA PAULISTA";410
"355660 VERA CRUZ";49
"355670 VINHEDO";273
"355680 VIRADOURO";72
"355690 VISTA ALEGRE DO ALTO";28
"355695 VITORIA BRASIL";11
"355700 VOTORANTIM";494
"355710 VOTUPORANGA";367
"355715 ZACARIAS";14
"355720 CHAVANTES";70
"355730 ESTIVA GERBI";42
"Total";186324
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
